"","passanger","weather","time","couponType","expiration","age","maritalStatus","has_children","education","occupation","income","Bar","CoffeeHouse","CarryAway","Restaurant20To50","toCoupon","Y"
"5351","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","1"
"5352","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5353","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","0"
"5354","Partner","Sunny","10AM","Restaurant(20-50)","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5355","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","0"
"5356","Partner","Sunny","2PM","Coffee House","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","0"
"5357","Partner","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5358","Partner","Sunny","6PM","Bar","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","0"
"5359","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","0"
"5360","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","0"
"5361","Alone","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5362","Alone","Sunny","6PM","Coffee House","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","more than 25min","0"
"5363","Alone","Sunny","10PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5364","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5365","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","0"
"5366","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","1"
"5367","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","more than 25min","0"
"5368","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","5min - 15min","1"
"5369","Alone","Sunny","7AM","Coffee House","1d","20-30","Unmarried partner","0","Associates degree","employed","Low","less1","1~3","1~3","1~3","15min - 25min","0"
"5370","Alone","Sunny","10AM","Bar","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5371","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","1"
"5372","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","1"
"5373","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","1"
"5374","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5375","Alone","Sunny","2PM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","0"
"5376","Alone","Sunny","6PM","Restaurant(20-50)","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","0"
"5377","Alone","Sunny","6PM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5378","Alone","Sunny","6PM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5379","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","more than 25min","1"
"5380","Alone","Sunny","6PM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5381","Alone","Sunny","6PM","Coffee House","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","more than 25min","1"
"5382","Alone","Sunny","10PM","Restaurant(<20)","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5383","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","0"
"5384","Alone","Sunny","10PM","Bar","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","1"
"5385","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","0"
"5386","Alone","Sunny","7AM","Coffee House","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","0"
"5387","Alone","Sunny","7AM","Restaurant(20-50)","2h","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","1"
"5388","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","more than 25min","0"
"5389","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","more than 25min","1"
"5390","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","5min - 15min","1"
"5391","Alone","Sunny","7AM","Coffee House","1d","20-30","Single","0","Bachelors degree","employed","High","4~8","1~3","1~3","less1","15min - 25min","0"
"5392","Alone","Sunny","10AM","Bar","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5393","Friend(s)","Sunny","10AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","0"
"5394","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","1"
"5395","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","1"
"5396","Friend(s)","Sunny","2PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5397","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5398","Partner","Sunny","10AM","Restaurant(20-50)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5399","Partner","Sunny","10AM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","1"
"5400","Partner","Sunny","2PM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","0"
"5401","Partner","Sunny","6PM","Restaurant(<20)","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5402","Partner","Sunny","6PM","Bar","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","1"
"5403","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5404","Alone","Sunny","6PM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","0"
"5405","Alone","Sunny","6PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5406","Alone","Sunny","6PM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","more than 25min","0"
"5407","Alone","Sunny","10PM","Restaurant(<20)","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5408","Alone","Sunny","10PM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5409","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","0"
"5410","Alone","Sunny","7AM","Coffee House","2h","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","0"
"5411","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","more than 25min","1"
"5412","Alone","Sunny","7AM","Carry out & Take away","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","5min - 15min","1"
"5413","Alone","Sunny","7AM","Coffee House","1d","20-30","Unmarried partner","0","Bachelors degree","employed","Medium","1~3","1~3","1~3","1~3","15min - 25min","1"
"5436","Alone","Sunny","10AM","Bar","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","0"
"5437","Friend(s)","Sunny","10AM","Coffee House","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","1"
"5438","Friend(s)","Sunny","2PM","Restaurant(<20)","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5439","Friend(s)","Sunny","6PM","Restaurant(<20)","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","1"
"5440","Friend(s)","Sunny","2PM","Coffee House","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","1"
"5441","Alone","Sunny","2PM","Restaurant(<20)","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5442","Alone","Sunny","6PM","Restaurant(20-50)","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5443","Alone","Sunny","6PM","Coffee House","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","0"
"5444","Alone","Sunny","6PM","Coffee House","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","0"
"5445","Alone","Sunny","10PM","Carry out & Take away","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","more than 25min","1"
"5446","Alone","Sunny","6PM","Restaurant(<20)","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","1"
"5447","Alone","Sunny","6PM","Coffee House","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","more than 25min","0"
"5448","Alone","Sunny","10PM","Restaurant(<20)","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","0"
"5449","Alone","Sunny","10PM","Carry out & Take away","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","1"
"5450","Alone","Sunny","10PM","Bar","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5451","Alone","Sunny","7AM","Coffee House","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","0"
"5452","Alone","Sunny","7AM","Coffee House","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5453","Alone","Sunny","7AM","Restaurant(20-50)","2h","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5454","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","more than 25min","1"
"5455","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","more than 25min","1"
"5456","Alone","Sunny","7AM","Carry out & Take away","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","5min - 15min","1"
"5457","Alone","Sunny","7AM","Coffee House","1d","50plus","Single","0","Bachelors degree","unemployed","Low","never","never","less1","never","15min - 25min","0"
"5458","Alone","Sunny","10AM","Bar","1d","20-30","Single","0","Bachelors degree","employed","High","never","never","1~3","1~3","5min - 15min","1"
